id,track,subtrack,old_tech,new_tech,rule
"rq-a-ai-app-junior-0-4","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"rq-a-ai-app-junior-0-5","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"rq-a-ai-app-junior-0-6","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"rq-a-ai-app-junior-0-7","ai","ai-app","Prompt","Agent","Agent"
"rq-a-ai-app-junior-4-1","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-junior-4-2","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-junior-4-3","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-junior-4-4","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-mid-3-1","ai","ai-app","Eval","RAG","RAG"
"rq-a-ai-app-mid-3-2","ai","ai-app","Eval","数据与标注","数据与标注"
"rq-a-ai-app-mid-3-4","ai","ai-app","Eval","推理与部署","推理与部署"
"rq-a-ai-app-mid-3-6","ai","ai-app","Eval","模型与训练","模型与训练"
"rq-a-ai-app-senior-3-1","ai","ai-app","Eval","评估与观测","评估与观测"
"rq-a-ai-app-senior-3-2","ai","ai-app","Eval","模型与训练","模型与训练"
"rq-a-ai-app-senior-3-3","ai","ai-app","Eval","推理与部署","推理与部署"
"rq-a-ai-app-senior-3-6","ai","ai-app","Eval","评估与观测","评估与观测"
"rq-a-ai-app-mid-1-6","ai","ai-app","Prompt","Agent","Agent"
"rq-a-ai-app-junior-1-1","ai","ai-app","部署与成本","综合应用","兜底"
"rq-a-ai-app-junior-1-2","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-junior-1-3","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-junior-1-4","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-junior-1-5","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-junior-1-1","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-junior-1-2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-junior-1-3","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-junior-1-4","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-junior-1-5","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-junior-2-1","ai","ai-algo","部署与成本","数据与标注","数据与标注"
"rq-a-ai-algo-junior-2-2","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-algo-junior-2-3","ai","ai-algo","部署与成本","评估与观测","评估与观测"
"rq-a-ai-algo-junior-2-4","ai","ai-algo","部署与成本","数据与标注","数据与标注"
"rq-a-ai-algo-junior-2-5","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-algo-junior-2-6","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-app-mid-4-1","ai","ai-app","部署与成本","RAG","RAG"
"rq-a-ai-app-mid-4-2","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-mid-4-3","ai","ai-app","部署与成本","RAG","RAG"
"rq-a-ai-app-mid-4-4","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-mid-4-5","ai","ai-app","部署与成本","RAG","RAG"
"rq-a-ai-mlops-senior-0-1","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-0-2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-0-3","ai","ai-mlops","Eval","评估与观测","评估与观测"
"rq-a-ai-mlops-senior-0-5","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-0-6","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-senior-0-7","ai","ai-mlops","Eval","推理与部署","推理与部署"
"rq-a-ai-data-junior-2-1","ai","ai-data","Eval","综合应用","兜底"
"rq-a-ai-data-junior-2-2","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-junior-2-3","ai","ai-data","Eval","综合应用","兜底"
"rq-a-ai-data-junior-2-4","ai","ai-data","Eval","综合应用","兜底"
"rq-a-ai-data-junior-2-5","ai","ai-data","Eval","综合应用","兜底"
"rq-a-ai-data-junior-2-6","ai","ai-data","Eval","Prompt 工程","Prompt 工程"
"rq-a-ai-edge-mid-2-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-mid-2-2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-mid-2-3","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-mid-2-4","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-mid-2-5","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-mid-2-6","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-infra-mid-3-1","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-mid-3-2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-mid-3-3","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-mid-3-4","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-mid-3-5","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-mid-3-6","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-infra-junior-0-1","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-junior-0-2","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-junior-0-3","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-junior-0-4","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-junior-0-5","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-2-1","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-2-2","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-2-3","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-2-4","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-2-5","ai","ai-mlops","Eval","推理与部署","推理与部署"
"rq-a-ai-edge-senior-0-1","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-0-2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-0-3","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-0-6","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"iq-m5-ai-7","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"iq-m5-ai-25","ai","ai-mlops","Eval","评估与观测","评估与观测"
"iq-m5-ai-15","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"iq-m5-ai-10","ai","ai-mlops","Eval","RAG","RAG"
"iq-m5-ai-19","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"iq-m5-ai-11","ai","ai-infra","部署与成本","Prompt 工程","Prompt 工程"
"as12","ai","ai-mlops","Eval","评估与观测","评估与观测"
"as4","ai","ai-mlops","Eval","Prompt 工程","Prompt 工程"
"as10","ai","ai-infra","部署与成本","评估与观测","评估与观测"
"iq-m5-ai-21","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"as6","ai","ai-mlops","Eval","评估与观测","评估与观测"
"iq-m5-ai-8","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"as7","ai","ai-infra","部署与成本","综合应用","兜底"
"iq-m5-ai-5","ai","ai-infra","部署与成本","综合应用","兜底"
"iq-m5-ai-20","ai","ai-infra","部署与成本","综合应用","兜底"
"as9","ai","ai-infra","部署与成本","综合应用","兜底"
"as11","ai","ai-infra","部署与成本","综合应用","兜底"
"as5","ai","ai-infra","部署与成本","综合应用","兜底"
"xq-a-90","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-122","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-140","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-191","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-193","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-196","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-209","ai","ai-mlops","Eval","Agent","Agent"
"xq-a-224","ai","ai-infra","部署与成本","Prompt 工程","Prompt 工程"
"xq-a-235","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-242","ai","ai-infra","部署与成本","RAG","RAG"
"xq-a-245","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-322","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-335","ai","ai-mlops","Eval","评估与观测","评估与观测"
"xq-a-351","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"xq-a-391","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-392","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-400","ai","ai-app","Prompt","Prompt 工程","Prompt 工程"
"xq-a-402","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-404","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"xq-a-405","ai","ai-infra","部署与成本","评估与观测","评估与观测"
"xq-a-407","ai","ai-mlops","Eval","评估与观测","评估与观测"
"xq-a-408","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-415","ai","ai-mlops","Eval","RAG","RAG"
"xq-a-421","ai","ai-app","RAG","综合应用","兜底"
"xq-a-435","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-2-7","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-2-8","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-3-6","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-app-1-3","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-1-5","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-1-6","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-1-6-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-4-7","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-2-7","ai","ai-algo","Eval","模型与训练","模型与训练"
"rq-a-ai-algo-2-8","ai","ai-algo","RAG","模型与训练","模型与训练"
"rq-a-ai-algo-0-7-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-0-5-r2","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-algo-2-3-r2","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-algo-2-5-r2","ai","ai-algo","部署与成本","综合应用","兜底"
"rq-a-ai-algo-2-7-r2","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-2-6","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-0-6-r2","ai","ai-mlops","部署与成本","模型与训练","模型与训练"
"rq-a-ai-mlops-1-3-r2","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-1-5-r2","ai","ai-mlops","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-4-5","ai","ai-mlops","部署与成本","评估与观测","评估与观测"
"rq-a-ai-mlops-4-6","ai","ai-mlops","Eval","评估与观测","评估与观测"
"rq-a-ai-data-3-7","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-1-6-r2","ai","ai-data","部署与成本","模型与训练","模型与训练"
"rq-a-ai-data-0-5-r2","ai","ai-data","部署与成本","推理与部署","推理与部署"
"rq-a-ai-data-0-6-r2","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-0-5-r3","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-infra-1-6","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-data-4-6","ai","ai-data","Eval","评估与观测","评估与观测"
"rq-a-ai-data-4-7","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-infra-0-5-r2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-0-6-r2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-edge-1-5","ai","ai-edge","Eval","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-6","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-infra-0-4-r2","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-edge-0-7","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-1-5-r2","ai","ai-edge","Eval","端侧 AI","端侧 AI"
"rq-a-ai-edge-0-5-r2","ai","ai-edge","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-edge-0-7-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-4-5","ai","ai-edge","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-edge-4-6","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-5-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-3-4-r2","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-algo-senior-0-5","ai","ai-algo","部署与成本","RAG","RAG"
"rq-a-ai-algo-senior-0-6","ai","ai-algo","Eval","推理与部署","推理与部署"
"rq-a-ai-algo-senior-0-7","ai","ai-algo","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-mid-3-6","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-algo-senior-1-3","ai","ai-algo","部署与成本","模型与训练","模型与训练"
"rq-a-ai-algo-senior-3-6","ai","ai-algo","Eval","综合应用","兜底"
"rq-a-ai-data-senior-2-8","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-senior-2-9","ai","ai-data","部署与成本","推理与部署","推理与部署"
"rq-a-ai-edge-senior-1-3","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-1-5","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-infra-senior-1-5","ai","ai-infra","部署与成本","模型与训练","模型与训练"
"rq-a-ai-infra-senior-1-7","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-data-senior-1-5","ai","ai-data","部署与成本","数据与标注","数据与标注"
"rq-a-ai-data-senior-1-6","ai","ai-data","Eval","数据与标注","数据与标注"
"rq-a-ai-data-senior-1-7","ai","ai-data","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-senior-2-4","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-senior-2-5","ai","ai-infra","部署与成本","综合应用","兜底"
"rq-a-ai-mlops-senior-3-5","ai","ai-mlops","Eval","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-3-6","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-3-8","ai","ai-mlops","部署与成本","Prompt 工程","Prompt 工程"
"rq-a-ai-edge-senior-2-6","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-2-7","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-app-mid-3-5","ai","ai-app","Eval","RAG","RAG"
"rq-a-ai-app-mid-1-8","ai","ai-app","Eval","Agent","Agent"
"rq-a-ai-app-junior-1-6","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-app-mid-4-6","ai","ai-app","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-0-4","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-0-8","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-infra-junior-0-6","ai","ai-infra","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-2-6","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-mlops-senior-2-7","ai","ai-mlops","部署与成本","推理与部署","推理与部署"
"rq-a-ai-edge-senior-0-4","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
"rq-a-ai-edge-senior-0-5","ai","ai-edge","部署与成本","端侧 AI","端侧 AI"
