id,track,subtrack,tech,skill,source,q_preview
"rq-o-op-k8s-3-3","devops","op-k8s","Kubernetes","多集群与联邦管理","https://kubernetes.io/docs/","请深入分析KubeFed（Kubernetes Federation）的工作原理，包括其核心组件、资源分发流程，以及为什么它在生产环境中逐渐被Karmada等方案取代。"
"rq-o-op-k8s-3-4","devops","op-k8s","Kubernetes","多集群与联邦管理","https://kubernetes.io/docs/","在多集群环境中，如何实现统一控制面下的策略管理与配置差异化？请对比Kustomize Overlay、Helm Values、以及Karmada OverridePolicy三种方式的适用场景与优劣。"
"rq-o-op-k8s-3-5","devops","op-k8s","Kubernetes","多集群与联邦管理","https://kubernetes.io/docs/","请阐述多集群统一控制面（如Karmada、Clusternet）如何实现跨集群的HPA（水平自动伸缩）与调度决策？其与单集群HPA的本质区别是什么？"
"rq-o-op-k8s-3-6","devops","op-k8s","Kubernetes","多集群与联邦管理","https://kubernetes.io/docs/","在多集群联邦管理实践中，常见的“坑”有哪些？请列举至少三个典型问题，并给出对应的诊断与规避方案。"
"rq-o-op-k8s-3-7","devops","op-k8s","Kubernetes","多集群与联邦管理","https://kubernetes.io/docs/","请对比KubeFed、Karmada、以及基于GitOps的多集群管理（如Argo CD ApplicationSet）三种方案在“统一控制面”能力上的差异，并给出选型建议。"
"rq-o-op-k8s-4-1","devops","op-k8s","容器/Docker","容器镜像与仓库管理","https://docs.docker.com/","请解释什么是多阶段构建（Multi-stage Build），它解决了什么问题？请给出一个包含编译与运行两个阶段的实际 Dockerfile 示例。"
"rq-o-op-k8s-4-2","devops","op-k8s","容器/Docker","容器镜像与仓库管理","https://docs.docker.com/","请对比 `docker save`/`docker load` 与 `docker push`/`docker pull` 的适用场景与区别。在离线环境中，如何将私有仓库中的镜像迁移到另一台主机？"
"rq-o-op-k8s-4-3","devops","op-k8s","Kubernetes","容器镜像与仓库管理","https://kubernetes.io/docs/","在 Kubernetes 中，如何为 Pod 配置从私有镜像仓库拉取镜像的凭证？请写出三种方式并说明各自适用场景。"
"rq-o-op-k8s-4-4","devops","op-k8s","容器/Docker","容器镜像与仓库管理","https://docs.docker.com/","请解释镜像分层（Layer）机制的原理。为什么删除文件不会减小镜像体积？如何正确地在 Dockerfile 中清理临时文件以达到瘦身效果？"
"rq-o-op-k8s-4-5","devops","op-k8s","容器/Docker","容器镜像与仓库管理","https://docs.docker.com/","请对比 Docker Hub、Harbor 与自建 Registry（docker-registry）在功能与适用场景上的差异。在 Kubernetes 生产环境中，你会如何选择？"
"rq-o-op-k8s-4-6","devops","op-k8s","容器/Docker","容器镜像与仓库管理","https://docs.docker.com/","请编写一个 Dockerfile，要求：基于 `node:20-alpine`，实现多阶段构建，将 React 前端应用构建为静态文件，并使用 `nginx:alpine` 作为运行镜像。同时，请说明如何通过 `.dockerignore`"
"rq-o-op-k8s-junior-0-1","devops","op-k8s","容器/Docker","Docker 容器基础","https://docs.docker.com/","请解释 Docker 镜像与容器的关系，并说明 `docker commit` 与 Dockerfile 构建镜像的本质区别。实际工作中，为什么强烈不建议用 `docker commit` 生成生产镜像？"
"rq-o-op-k8s-junior-0-2","devops","op-k8s","容器/Docker","Docker 容器基础","https://docs.docker.com/","请详细说明 Docker 数据卷（Volume）与绑定挂载（Bind Mount）的区别，并给出一个 MySQL 容器数据持久化的实战配置。如果容器被删除，数据如何保留？"
"rq-o-op-k8s-junior-0-3","devops","op-k8s","网络","Docker 容器基础","https://developer.mozilla.org/zh-CN/docs/Web/Security/Transport_Layer_Security","请解释 Docker 的默认网络模式（bridge）的工作原理，并说明 `docker run -p 8080:80` 的端口映射是如何实现的。如果容器内进程监听 80 端口，宿主机访问 8080 时数据包如何流转？"
"rq-o-op-k8s-junior-0-4","devops","op-k8s","CI/CD","Docker 容器基础","","请编写一个优化后的 Dockerfile 部署一个 Node.js 应用，要求说明每一步的作用，并指出至少 3 个常见优化点（如层缓存、镜像体积、安全）。请同时给出 `.dockerignore` 的关键内容。"
"rq-o-op-k8s-junior-0-5","devops","op-k8s","Linux","Docker 容器基础","https://man7.org/linux/man-pages/","请列举 Docker 容器退出后无法删除（`docker rm` 报错）的常见原因及排查方法，并给出对应的解决方案。同时说明 `docker rm -f` 与 `docker rm` 的本质区别。"
"rq-o-op-k8s-junior-0-6","devops","op-k8s","Kubernetes","Docker 容器基础","https://kubernetes.io/docs/","请对比 Docker 与虚拟机（VM）在隔离机制上的本质区别，并分析为什么 Docker 容器被认为“隔离性弱于 VM”。在 Kubernetes 生产环境中，如何通过配置增强容器的隔离性？"
"rq-o-op-k8s-junior-1-1","devops","op-k8s","Kubernetes","Kubernetes 核心对象","https://kubernetes.io/docs/","请解释 Kubernetes 中 Pod 与 Deployment 的关系，并说明为什么通常不直接创建 Pod 而是使用 Deployment 来管理应用？"
"rq-o-op-k8s-junior-1-2","devops","op-k8s","网络","Kubernetes 核心对象","https://developer.mozilla.org/zh-CN/docs/Web/Security/Transport_Layer_Security","Service 在 Kubernetes 中解决什么问题？请描述 ClusterIP、NodePort、LoadBalancer 三种类型的区别及各自适用的场景。"
"rq-o-op-k8s-junior-1-3","devops","op-k8s","Kubernetes","Kubernetes 核心对象","https://kubernetes.io/docs/","ConfigMap 的作用是什么？请写出一个将配置文件挂载到 Pod 中的完整 YAML 示例，并说明当 ConfigMap 更新后，Pod 中挂载的文件是否会立即更新？"
"rq-o-op-k8s-junior-1-4","devops","op-k8s","CI/CD","Kubernetes 核心对象","","对比 `kubectl create` 与 `kubectl apply` 的区别，并说明在 CI/CD 流水线中推荐使用哪种命令及原因。"
"rq-o-op-k8s-junior-1-5","devops","op-k8s","Linux","Kubernetes 核心对象","https://man7.org/linux/man-pages/","某 Pod 处于 `CrashLoopBackOff` 状态，请描述完整的排查思路和常用 kubectl 命令，并写出可能导致该状态的三类常见原因。"
"rq-o-op-k8s-junior-1-6","devops","op-k8s","网络","Kubernetes 核心对象","http://nginx-service:80","请写出一个完整的 Service 定义 YAML（类型为 NodePort），要求：将 Deployment 中 3 个副本的 nginx Pod（标签 `app=nginx`，容器端口 80）暴露到节点端口 30080。并说明如何验证服务"
"rq-o-op-k8s-junior-2-1","devops","op-k8s","Kubernetes","kubectl 与 YAML 编排","https://kubernetes.io/docs/","请解释 kubectl apply 与 kubectl create 的核心区别，并说明为什么在 Kubernetes 生产环境中推荐使用 apply 进行资源管理？"
"rq-o-op-k8s-junior-2-2","devops","op-k8s","Kubernetes","kubectl 与 YAML 编排","https://kubernetes.io/docs/","kubectl apply 的三方合并（three-way merge）具体是如何工作的？当 YAML 中删除了一个字段，apply 会如何处理？"
"rq-o-op-k8s-junior-2-3","devops","op-k8s","Kubernetes","kubectl 与 YAML 编排","https://kubernetes.io/docs/","请写出 kubectl 排查 Pod 启动失败的完整命令组合，并说明每一步的排查目标。假设 Pod 一直处于 Pending 状态。"
"rq-o-op-k8s-junior-2-4","devops","op-k8s","Kubernetes","kubectl 与 YAML 编排","https://kubernetes.io/docs/","kubectl diff 命令的作用是什么？它与 `kubectl apply --dry-run=client` 有什么区别？在 CI/CD 中如何利用它防止配置漂移？"
"rq-o-op-k8s-junior-2-5","devops","op-k8s","Kubernetes","kubectl 与 YAML 编排","https://kubernetes.io/docs/","请写出一个完整的 Deployment YAML，包含资源限制、探针、滚动更新策略，并解释每个字段的含义。同时说明如何用 kubectl 对该 YAML 进行语法校验和预检。"
"rq-o-op-k8s-junior-3-1","devops","op-k8s","Kubernetes","Pod 生命周期与探针","https://kubernetes.io/docs/","请解释 Kubernetes 中 Pod 的生命周期阶段（Phases），并说明每个阶段与容器状态（Container States）之间的关系。"
"rq-o-op-k8s-junior-3-2","devops","op-k8s","Kubernetes","Pod 生命周期与探针","https://kubernetes.io/docs/","请对比就绪探针（readinessProbe）与存活探针（livenessProbe）的作用、失败后果及典型适用场景，并给出一个同时使用两者的 YAML 示例。"
"rq-o-op-k8s-junior-3-3","devops","op-k8s","Kubernetes","Pod 生命周期与探针","https://kubernetes.io/docs/","什么是初始化容器（initContainer）？它和普通容器在生命周期、资源分配和探针支持上有哪些关键区别？请写出一个使用 initContainer 等待依赖服务就绪的示例。"
"rq-o-op-k8s-junior-3-4","devops","op-k8s","Kubernetes","Pod 生命周期与探针","https://kubernetes.io/docs/","请解释 startupProbe（启动探针）的设计动机，并说明它与 livenessProbe 配合使用的策略。在什么场景下必须使用 startupProbe？"
"rq-o-op-k8s-junior-3-5","devops","op-k8s","Kubernetes","Pod 生命周期与探针","https://kubernetes.io/docs/","Kubernetes 的 restartPolicy 支持 Always、OnFailure、Never 三种取值。请结合容器退出码（exit code）和 Pod 阶段，详细说明每种策略下容器退出后的行为，并给出一个 Job 场景下的最佳"
"rq-o-op-k8s-mid-0-1","devops","op-k8s","Kubernetes","Deployment 与滚动发布","https://kubernetes.io/docs/","请解释 Kubernetes 中 Deployment 的核心职责是什么？它与直接管理 Pod 相比，解决了哪些关键问题？"
"rq-o-op-k8s-mid-0-2","devops","op-k8s","Kubernetes","Deployment 与滚动发布","https://kubernetes.io/docs/","请详细描述 Deployment 滚动更新的底层实现机制。当执行 `kubectl set image deployment/nginx nginx=nginx:1.21` 后，Kubernetes 内部具体发生了什么？"
"rq-o-op-k8s-mid-0-3","devops","op-k8s","Kubernetes","Deployment 与滚动发布","https://kubernetes.io/docs/","在实际生产环境中，滚动更新经常出现“发布成功但服务不可用”的情况。请列举至少 3 个导致该问题的常见原因，并给出对应的排查命令和解决方案。"
"rq-o-op-k8s-mid-0-4","devops","op-k8s","Kubernetes","Deployment 与滚动发布","https://kubernetes.io/docs/","请对比 Deployment、StatefulSet、DaemonSet 三者之间的核心差异。在什么场景下必须使用 StatefulSet 而非 Deployment？"
"rq-o-op-k8s-mid-0-5","devops","op-k8s","Kubernetes","Deployment 与滚动发布","https://kubernetes.io/docs/","请写出一个 Deployment 的 YAML 配置，要求：副本数为 3，镜像为 `nginx:1.21`，配置滚动更新策略 `maxSurge: 1`、`maxUnavailable: 0`，并配置就绪探针（HTTP 检查 `/healt"
"rq-o-op-k8s-mid-0-6","devops","op-k8s","Kubernetes","Deployment 与滚动发布","https://kubernetes.io/docs/","在生产环境中，你发现一个 Deployment 滚动更新后，新 Pod 一直处于 `CrashLoopBackOff` 状态，但 Deployment 显示 `AVAILABLE: 3/3`。请分析可能的原因，并给出完整的排查思路与修复方案"
"rq-o-op-k8s-mid-1-1","devops","op-k8s","Kubernetes","Service 与 Ingress 流量入口","https://kubernetes.io/docs/","Kubernetes 中 Service 的 ClusterIP、NodePort、LoadBalancer 三种类型分别适用于什么场景？它们的流量路径有何本质区别？"
"rq-o-op-k8s-mid-1-2","devops","op-k8s","Kubernetes","Service 与 Ingress 流量入口","https://kubernetes.io/docs/","kube-proxy 支持 iptables 和 IPVS 两种模式，它们在实现 Service 负载均衡时有何本质区别？生产环境如何选择？"
"rq-o-op-k8s-mid-1-3","devops","op-k8s","网络","Service 与 Ingress 流量入口","https://nginx.org/en/docs/","Ingress 和 Service 的 LoadBalancer 都能将流量暴露到集群外，它们有何本质区别？什么场景下必须用 Ingress？"
"rq-o-op-k8s-mid-1-4","devops","op-k8s","网络","Service 与 Ingress 流量入口","https://nginx.org/en/docs/","在 Nginx Ingress Controller 中，如何实现基于域名的路由和基于路径的路由？请写出一个 Ingress 配置示例，并说明注解（annotation）在路由中的作用。"
"rq-o-op-k8s-mid-1-5","devops","op-k8s","网络","Service 与 Ingress 流量入口","https://developer.mozilla.org/zh-CN/docs/Web/Security/Transport_Layer_Security","当客户端通过 Ingress 访问服务时，后端 Pod 获取到的源 IP 是真实的客户端 IP 吗？如果不是，如何保留源 IP？请说明 externalTrafficPolicy 和 Nginx Ingress 的配置原理。"
"rq-o-op-k8s-mid-1-6","devops","op-k8s","Kubernetes","Service 与 Ingress 流量入口","https://kubernetes.io/docs/","在 Kubernetes 中，Service 的 sessionAffinity（会话保持）和 Ingress 的 canary（金丝雀发布）分别如何实现？请结合配置说明。"
"rq-o-op-k8s-mid-1-7","devops","op-k8s","Linux","Service 与 Ingress 流量入口","https://man7.org/linux/man-pages/","请描述一个生产故障场景：某服务通过 Ingress 暴露，用户反馈间歇性 502 错误。你如何排查？请列出排查思路和关键命令。"
"rq-o-op-k8s-mid-3-1","devops","op-k8s","Kubernetes","存储卷与 CSI","https://kubernetes.io/docs/","请解释 Kubernetes 中 PV、PVC、StorageClass 三者的关系与各自职责，并说明静态供给与动态供给的区别。"
"rq-o-op-k8s-mid-3-2","devops","op-k8s","Kubernetes","存储卷与 CSI","https://kubernetes.io/docs/","Kubernetes 中 PV 的回收策略（Reclaim Policy）有哪几种？各自的行为与适用场景是什么？删除 PVC 后 PV 会经历什么状态变化？"
"rq-o-op-k8s-mid-3-3","devops","op-k8s","Kubernetes","存储卷与 CSI","https://kubernetes.io/docs/","请详细描述 Kubernetes CSI（Container Storage Interface）的工作原理，包括外部组件、核心 API 对象（CSIDriver、CSINode）以及挂载流程。"
"rq-o-op-k8s-mid-3-4","devops","op-k8s","Kubernetes","存储卷与 CSI","https://kubernetes.io/docs/","在 Kubernetes 中部署有状态应用（如 MySQL）时，如何实现数据持久化与动态扩容？请给出 StatefulSet + PVC 模板的配置示例，并说明其工作原理。"
"rq-o-op-k8s-mid-3-5","devops","op-k8s","Kubernetes","存储卷与 CSI","https://kubernetes.io/docs/","在 Kubernetes 中，访问模式（Access Modes）有哪几种？它们与底层存储协议（如块存储、文件存储）有何关系？请举例说明如何选择。"
"rq-o-op-k8s-mid-4-1","devops","op-k8s","Kubernetes","RBAC 与命名空间隔离","https://kubernetes.io/docs/","请解释 Kubernetes 中 RBAC 的核心概念，并说明 ServiceAccount、Role、ClusterRole、RoleBinding 和 ClusterRoleBinding 之间的关系与区别。请用实际 YAML 示例演示"
"rq-o-op-k8s-mid-4-2","devops","op-k8s","Kubernetes","RBAC 与命名空间隔离","https://kubernetes.io/docs/","请深入剖析 Kubernetes RBAC 的授权机制原理：当 API 请求到达 kube-apiserver 时，RBAC 是如何评估并决定允许或拒绝的？请结合请求属性、评估顺序和缓存机制说明。"
"rq-o-op-k8s-mid-4-3","devops","op-k8s","Kubernetes","RBAC 与命名空间隔离","https://kubernetes.io/docs/","在 Kubernetes 多租户场景中，如何利用命名空间（Namespace）与 RBAC 实现资源隔离？请至少提出三种隔离维度，并说明各自的实现手段和局限性。请给出一个实际的多租户隔离配置示例。"
"rq-o-op-k8s-mid-4-4","devops","op-k8s","Kubernetes","RBAC 与命名空间隔离","https://kubernetes.io/docs/","请对比辨析 Role 与 ClusterRole、RoleBinding 与 ClusterRoleBinding 的适用场景，并指出以下配置的错误之处并修正：在 namespace `dev` 中创建了一个 RoleBinding，引用了"
"rq-o-op-k8s-mid-5-1","devops","op-k8s","Kubernetes","Helm 包管理","https://kubernetes.io/docs/","请解释 Helm 中 Chart 的标准目录结构，并说明每个关键文件或目录的作用。如果我要新增一个 Kubernetes Deployment 模板，应该放在哪里？"
"rq-o-op-k8s-mid-5-2","devops","op-k8s","Kubernetes","Helm 包管理","https://kubernetes.io/docs/","Helm 模板语法中，`{{ .Values.replicas }}`、`{{ .Values.image.repository | quote }}` 和 `{{- if .Values.service.enabled }}` 分别代表什"
"rq-o-op-k8s-mid-5-3","devops","op-k8s","Kubernetes","Helm 包管理","https://kubernetes.io/docs/","请对比 Helm 2 与 Helm 3 在架构、安全模型和命令使用上的主要差异，并说明升级到 Helm 3 时哪些命令或概念被移除或改变。"
"rq-o-op-k8s-mid-5-4","devops","op-k8s","Kubernetes","Helm 包管理","https://kubernetes.io/docs/","在 Helm 中如何实现多环境（如 dev、staging、prod）的 values 管理？请给出具体文件组织方案和命令示例，并说明覆盖优先级。"
"rq-o-op-k8s-mid-5-5","devops","op-k8s","Kubernetes","Helm 包管理","https://kubernetes.io/docs/","请解释 `helm upgrade` 和 `helm rollback` 的工作原理。当一次升级失败后，Helm 是如何保证 Release 状态一致性的？请结合 Helm 3 的存储机制说明。"
"rq-o-op-k8s-mid-5-6","devops","op-k8s","Kubernetes","Helm 包管理","https://kubernetes.io/docs/","请编写一个 Helm Chart 的 `templates/deployment.yaml` 模板片段，要求：支持通过 `values.yaml` 配置副本数、镜像仓库、标签、资源限制、环境变量，并包含一个 `_helpers.tpl` 中"
"rq-o-op-k8s-mid-6-1","devops","op-k8s","Kubernetes","HPA 与资源配额","https://kubernetes.io/docs/","请解释 Kubernetes 中 requests 和 limits 的区别，以及它们分别作用于哪些资源维度？如果只设置 limits 而不设置 requests，会有什么后果？"
"rq-o-op-k8s-mid-6-2","devops","op-k8s","Kubernetes","HPA 与资源配额","https://kubernetes.io/docs/","HPA（HorizontalPodAutoscaler）的工作原理是什么？它如何决定扩容/缩容？请说明 `targetAverageUtilization` 的计算方式，以及 HPA 与 `resources.requests` 的关系。"
"rq-o-op-k8s-mid-6-3","devops","op-k8s","Kubernetes","HPA 与资源配额","https://kubernetes.io/docs/","HPA 扩容和缩容的速率控制是怎样的？为什么缩容比扩容慢？如果业务流量在 1 分钟内突然翻倍，HPA 能否及时响应？请给出你的优化建议。"
"rq-o-op-k8s-mid-6-4","devops","op-k8s","Kubernetes","HPA 与资源配额","https://kubernetes.io/docs/","请对比 ResourceQuota 和 LimitRange 的作用与适用场景。在一个命名空间中同时配置了 ResourceQuota（如 `requests.cpu: 10`）和 LimitRange（如默认 `limits.cpu: 2"
"rq-o-op-k8s-mid-6-5","devops","op-k8s","Kubernetes","HPA 与资源配额","https://kubernetes.io/docs/","请解释 Kubernetes 中 Pod 的 QoS 等级（Guaranteed、Burstable、BestEffort）是如何划分的？它们对调度、驱逐（Eviction）和 OOM 评分有何影响？请给出一个实际配置示例。"
"rq-o-op-k8s-mid-6-6","devops","op-k8s","Kubernetes","HPA 与资源配额","https://kubernetes.io/docs/","请编写一个 HPA 配置，要求：基于 CPU 利用率自动扩缩容，目标平均利用率 60%，副本数范围 2-10，并同时基于自定义内存指标（如内存利用率超过 70%）触发扩容。请给出完整 YAML，并说明其局限性。"
"rq-o-op-k8s-senior-0-1","devops","op-k8s","Kubernetes","K8s 调度与亲和性策略","https://kubernetes.io/docs/","请解释 Kubernetes 调度器（kube-scheduler）的基本工作流程，以及它如何决定将一个 Pod 调度到哪个节点上？调度器是实时响应还是周期性扫描？"
"rq-o-op-k8s-senior-0-2","devops","op-k8s","Kubernetes","K8s 调度与亲和性策略","https://kubernetes.io/docs/","节点亲和性（nodeAffinity）和节点选择器（nodeSelector）有什么区别？在实际生产环境中，你会如何选择使用它们？请给出一个 nodeAffinity 的配置示例。"
"rq-o-op-k8s-senior-0-3","devops","op-k8s","Kubernetes","K8s 调度与亲和性策略","https://kubernetes.io/docs/","Pod 间亲和性（podAffinity）和反亲和性（podAntiAffinity）在调度时如何工作？它们与节点亲和性有何本质不同？请说明在什么场景下必须使用 podAntiAffinity，并给出一个典型配置。"
"rq-o-op-k8s-senior-0-4","devops","op-k8s","Kubernetes","K8s 调度与亲和性策略","https://kubernetes.io/docs/","请解释污点（Taint）和容忍（Toleration）的机制。如何用它们实现""专用节点""（如 GPU 节点只允许特定 Pod 调度）？如果给节点打上污点后，已有 Pod 会立即被驱逐吗？"
"rq-o-op-k8s-senior-0-5","devops","op-k8s","Kubernetes","K8s 调度与亲和性策略","https://kubernetes.io/docs/","Pod 拓扑分布约束（topologySpreadConstraints）与 Pod 反亲和性（podAntiAffinity）在实现""均匀分布""时有何异同？在什么场景下应该用 topologySpreadConstraints 替代 "
"rq-o-op-k8s-senior-0-6","devops","op-k8s","Kubernetes","K8s 调度与亲和性策略","https://kubernetes.io/docs/","在生产环境中，你发现一个高优先级的 Pod 一直处于 Pending 状态，而集群中明明有空闲节点。请列出所有可能的原因，并说明你的排查思路和命令。"
"rq-o-op-k8s-senior-0-7","devops","op-k8s","Kubernetes","K8s 调度与亲和性策略","https://kubernetes.io/docs/","请对比 kube-scheduler 的""抢占式调度""（Preemption）与""优先级""（PriorityClass）机制。当高优先级 Pod 无法调度时，抢占是如何触发的？被抢占的 Pod 会怎样？如何防止关键业务 Pod 被抢"
"rq-o-op-k8s-senior-1-1","devops","op-k8s","容器/Docker","CNI 网络模型与排障","https://docs.docker.com/","请完整描述 Kubernetes 中 Pod 网络的基本模型（CNI 规范）以及一条 Pod 内数据包从进程到物理网卡的完整路径。同时说明 kubelet、CNI 插件、容器运行时在 Pod 网络创建过程中的协作关系。"
"rq-o-op-k8s-senior-1-2","devops","op-k8s","Linux","CNI 网络模型与排障","https://man7.org/linux/man-pages/","当集群中两个 Pod 在不同节点上无法互通（ping 不通），但同节点 Pod 通信正常，请给出系统化的排查思路与命令序列。"
"rq-o-op-k8s-senior-1-3","devops","op-k8s","网络","CNI 网络模型与排障","https://developer.mozilla.org/zh-CN/docs/Web/Security/Transport_Layer_Security","对比 Calico（BGP 模式 + IPIP 封装）与 Cilium（eBPF + VXLAN/原生路由）在数据转发路径、性能、可观测性及故障排查上的核心差异。在什么场景下你会选择 Cilium 而非 Calico？"
"rq-o-op-k8s-senior-1-4","devops","op-k8s","Kubernetes","CNI 网络模型与排障","https://kubernetes.io/docs/","请解释 Kubernetes Service 的转发链路（ClusterIP → Endpoints → Pod），并重点说明 kube-proxy 三种模式（userspace、iptables、IPVS）的实现差异与常见故障。当访问 S"
"rq-o-op-k8s-senior-1-5","devops","op-k8s","网络","CNI 网络模型与排障","https://developer.mozilla.org/zh-CN/docs/Web/Security/Transport_Layer_Security","你在生产环境使用 Calico，发现某个节点上所有 Pod 无法访问集群外部（如 DNS 解析失败），但 Pod 间互访正常。请从 CNI 配置、路由、iptables 三个层面分析可能原因，并给出修复命令。"
"rq-o-op-k8s-senior-1-6","devops","op-k8s","Kubernetes","CNI 网络模型与排障","https://kubernetes.io/docs/","当你在集群中启用 Cilium 后，发现 `kubectl exec` 进入 Pod 执行 `curl` 正常，但 Pod 之间通过 Service 访问时出现「Connection refused」。请结合 Cilium 的 eBPF 数"
"rq-o-op-k8s-senior-1-7","devops","op-k8s","容器/Docker","CNI 网络模型与排障","https://docs.docker.com/","请解释 CNI 规范中的「Network Configuration List」与「Plugin Chaining」机制。在什么场景下你会使用 Multus 或 Cilium 的 `cni-chaining` 功能？请给出一个主 CNI +"
"rq-o-op-k8s-senior-2-1","devops","op-k8s","Kubernetes","Operator 与 CRD 扩展","https://kubernetes.io/docs/","请解释 Kubernetes 中 Operator 模式的核心思想，以及它与传统控制器（如 Deployment Controller）的本质区别是什么？"
"rq-o-op-k8s-senior-2-2","devops","op-k8s","Kubernetes","Operator 与 CRD 扩展","https://kubernetes.io/docs/","请深入剖析 Kubernetes 控制器循环（Reconcile Loop）的工作原理，包括 informer、workqueue、调谐（reconcile）三者如何协作？如果调谐失败，框架如何处理？"
"rq-o-op-k8s-senior-2-3","devops","op-k8s","Kubernetes","Operator 与 CRD 扩展","https://kubernetes.io/docs/","在设计一个 Operator 时，如何选择使用 CRD 的 status 子资源、Finalizer、以及 OwnerReference？请结合一个实际场景（如管理一个 MySQL 集群）说明。"
"rq-o-op-k8s-senior-2-4","devops","op-k8s","Kubernetes","Operator 与 CRD 扩展","https://kubernetes.io/docs/","请对比 CRD（CustomResourceDefinition）与 Aggregated API Server（AAAP）两种 Kubernetes 扩展方式的优劣，什么场景下你会选择 AAAP 而不是 CRD？"
"rq-o-op-k8s-senior-2-5","devops","op-k8s","Kubernetes","Operator 与 CRD 扩展","https://kubernetes.io/docs/","请列举 3 个在编写 Operator 时容易踩的""坑""，并给出规避方案。要求涉及并发、资源冲突、版本升级等维度。"
"rq-o-op-k8s-senior-2-6","devops","op-k8s","Kubernetes","Operator 与 CRD 扩展","https://kubernetes.io/docs/","请设计一个简单的 Redis Operator，要求：支持创建 Redis 单节点实例、提供状态上报、支持优雅删除。请写出核心 CRD 结构、Reconcile 逻辑伪代码，并说明如何保证幂等性。"
"rq-o-op-k8s-senior-4-1","devops","op-k8s","Kubernetes","服务网格 Istio","https://kubernetes.io/docs/","请解释 Istio 中的 Sidecar 注入机制，并说明在 Kubernetes 环境下它如何实现透明流量劫持？如果业务 Pod 中已有 initContainer，Sidecar 注入会如何处理？"
"rq-o-op-k8s-senior-4-2","devops","op-k8s","网络","服务网格 Istio","https://developer.mozilla.org/zh-CN/docs/Web/Security/Transport_Layer_Security","Istio 中 mTLS 是如何实现的？请说明 PERMISSIVE 与 STRICT 模式的区别，以及如何排查“mTLS 未生效”的问题。"
"rq-o-op-k8s-senior-4-3","devops","op-k8s","网络","服务网格 Istio","https://nginx.org/en/docs/","请对比 Istio 的 VirtualService 与 DestinationRule 在灰度发布（金丝雀发布）中的角色。如何基于流量比例实现金丝雀？若需要基于 HTTP Header 进行精细化灰度，如何配置？"
"rq-o-op-k8s-senior-4-4","devops","op-k8s","SRE","服务网格 Istio","https://prometheus.io/docs/","Istio 的可观测性（Metrics、Logs、Traces）是如何实现的？请说明 Telemetry API 与传统的 Mixer 方案的区别，并给出一个通过 Prometheus 采集 Istio 指标并配置告警的示例。"
"rq-o-op-k8s-senior-4-5","devops","op-k8s","网络","服务网格 Istio","https://developer.mozilla.org/zh-CN/docs/Web/Security/Transport_Layer_Security","请描述 Istio 中 Sidecar 流量劫持的完整链路，包括入站与出站流量的走向。如果业务 Pod 中存在多容器（非 sidecar），Istio 是否会对这些容器的流量也进行劫持？如何精细化控制？"
"rq-o-op-k8s-senior-4-6","devops","op-k8s","Kubernetes","服务网格 Istio","https://kubernetes.io/docs/","Istio 的 Sidecar 模式与 Ambient Mesh（无 sidecar）模式有何本质区别？在什么场景下你会选择 Ambient Mesh？请分析其优势与当前局限性。"
"xq-o-113","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Pod 一直处于 Pending 状态，可能的调度失败原因有哪些？你会按什么顺序排查？"
"xq-o-114","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Pod 与容器的关系是什么？为什么需要 sidecar 模式？请结合 K8s 网络与存储模型说明。"
"xq-o-115","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Pod 亲和性（affinity）和反亲和性（anti-affinity）分别解决什么问题？在什么场景下必须使用反亲和性？"
"xq-o-116","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Pod 处于 `CrashLoopBackOff` 状态，可能的原因有哪些？如何区分是启动命令问题、资源问题还是探针失败？"
"xq-o-117","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Pod 是 Kubernetes 的最小调度单元，请详细说明 Pod 与容器的关系，以及为什么需要 sidecar 模式？"
"xq-o-12","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","CIS Benchmarks 和等保 2.0 有什么本质区别？在实际运维中，两者如何配合使用？请以 Kubernetes 集群为例说明。"
"xq-o-133","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Score 规范是什么？它与 Helm 的区别是什么？为什么说 Score 是""声明意图""而非""声明资源""？"
"xq-o-134","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Secret 有哪几种类型？`Opaque`、`docker-registry`、`tls` 分别适用于什么场景？如何创建和使用 `tls` 类型的 Secret？"
"xq-o-135","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Secret 有哪几种类型？`docker-registry` 和 `tls` 类型分别用于什么场景？如何创建和使用？"
"xq-o-136","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Secret 的 base64 编码是否等同于加密？为什么说""Secret 默认不安全""？如何加固？"
"xq-o-138","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Service 在 Kubernetes 中解决了什么问题？为什么说 Pod 的 IP 是""不可靠""的？"
"xq-o-139","devops","op-k8s","Kubernetes","","https://kubernetes.io/docs/","Service 的 ClusterIP 是虚拟 IP，它本身不监听任何端口。请解释 kube-proxy 是如何实现 ClusterIP → Pod IP 的流量转发的？数据包在节点上经历了哪些处理？"
